id	name	field	before	after
7414	Daikokuten	eventTypes	Mahākāla-Daikoku-Ōkuninushi syncretism|wealth-bestowal	syncretism|wealth-bestowal
7498	Cao Guojiu	eventTypes	renunciation-of-imperial-rank|mountain-cultivation|initiation-into-immortality	renunciation-of-imperial-rank|mountain-cultivation|immortality
7487	Chang'e	eventTypes	consuming-the-elixir-of-immortality|floating-to-the-moon|eternal-separation-from-Hou-Yi	immortality|floating-to-the-moon|eternal-separation-from-Hou-Yi
6541	Daode Tianzun	eventTypes	Laozi-deification|Dao-transmission|third-of-the-Three-Pure-Ones	apotheosis|Dao-transmission|third-of-the-Three-Pure-Ones
7439	Echidna	eventTypes	monster-mothering|cave-dwelling-immortality	monster-mothering|immortality
7446	Mercury	eventTypes	Hermes-interpretatio|merchant-cult-foundation|German-interpretatio-Romana	syncretism|founding|German-interpretatio-Romana
7494	Lu Dongbin	eventTypes	the-Yellow-Millet-Dream|the-ten-trials|initiation-into-immortality|demon-slaying-wandering	the-Yellow-Millet-Dream|the-ten-trials|immortality|slays monster
6906	Ptah	eventTypes	creation through thought and speech|memphite-triad-headship|craftsmanship-patronage	creation through thought and speech|memphite-triad-headship|patronage
7432	Amphitrite	eventTypes	Nereid-birth|dolphin-mediated-marriage|queen-of-the-sea	Nereid-birth|marriage|queen-of-the-sea
7442	Chimera	eventTypes	fire-breathing|ravaging-of-Lycia|being-slain-by-Bellerophon	fire-breathing|ravaging-of-Lycia
7442	Chimera	deathTypes	slain by Bellerophon riding Pegasus	killed by hero
7443	Minotaur	eventTypes	bestial-conception|Labyrinth-confinement|Athenian-tribute-devouring|being-slain-by-Theseus	bestial-conception|Labyrinth-confinement|Athenian-tribute-devouring
7443	Minotaur	deathTypes	slain by Theseus in the Labyrinth	killed by hero
7383	Garuda	eventTypes	miraculous birth|mother-rescue|amṛta-theft|serpent-enmity|Viṣṇu-mount-status	miraculous birth|rescue|amṛta-theft|serpent-enmity|Viṣṇu-mount-status
7377	Krishna	eventTypes	prison-birth|prophetic-escape|butter-stealing|Govardhana-lifting|rāsa-līlā|Kaṃsa-slaying|Bhagavad-Gītā-teaching|heel-wound-death	prison-birth|prophetic-escape|butter-stealing|Govardhana-lifting|rāsa-līlā|slays monster|Bhagavad-Gītā-teaching|heel-wound-death
6880	Lýtir	eventTypes	festival-divination	cult
7513	Kukulkan	eventTypes	the-Feathered-Serpent-cult|the-equinox-serpent-of-Chichen-Itza|the-bringing-of-civilisation	cult|the-equinox-serpent-of-Chichen-Itza|the-bringing-of-civilisation
7318	Enkidu	deathTypes	decreed by gods	killed by god
7301	Ninhursag	eventTypes	creation|curse-and-heal|partnership-with-Enki	creation|curse|partnership-with-Enki
7108	Fáfnir	deathTypes	slain by hero (pit-ambush)	killed by hero
6322	Jade Emperor	eventTypes	supreme-celestial-administration|presiding-over-the-celestial-bureaucracy|Sun-Wukong-court-disruption	supreme-celestial-administration|presidency|Sun-Wukong-court-disruption
7360	Ymir	deathTypes	slain by Odin, Vili, and Vé|cosmic dismemberment	slain by Odin, Vili, and Vé|dismemberment|killed by god
7451	Bacchus	eventTypes	Dionysus-interpretatio|186-BCE-Senate-suppression|Antony-Augustus-rehabilitation	syncretism|186-BCE-Senate-suppression|Antony-Augustus-rehabilitation
6140	Dionysus	deathTypes	dismembered|resurrection	dismemberment|killed by god|resurrection
7455	Faunus	eventTypes	Pan-interpretatio|Lupercalia-festival|Albunea-oracle|indigenous-Italic-origin	syncretism|cult|Albunea-oracle|indigenous-Italic-origin
6856	Phra Kalachai Si	eventTypes	time-deity worship|Southeast Asian Hindu syncretism	time-deity worship|syncretism
7464	Penates	eventTypes	household-storeroom-protection|state-cult-extension|Trojan-Penates-translation	protection|state-cult-extension|Trojan-Penates-translation
7461	Romulus	eventTypes	miraculous-birth-and-exposure|she-wolf-suckling|foundation-of-Rome|fratricide|Sabine-women-rape|apotheosis-as-Quirinus	miraculous birth|she-wolf-suckling|foundation-of-Rome|fratricide|Sabine-women-rape|apotheosis-as-Quirinus
7450	Saturn	eventTypes	Cronus-interpretatio|Italic-Golden-Age-rule|Saturnalia-festival|aerarium-Saturni-treasury-presidency	syncretism|Italic-Golden-Age-rule|cult|presidency
7456	Silvanus	eventTypes	indigenous-Italic-rustic-deity|popular-non-state-cult|epigraphic-prominence	indigenous-Italic-rustic-deity|cult|epigraphic-prominence
7113	Máni	deathTypes	devoured at Ragnarök	mutual slaughter
6156	Quetzalcoatl	deathTypes	self-immolation|apotheosis|transformation	sacrificed ritually|apotheosis|transformation
7144	Tlaltecuhtli	eventTypes	earth-creation-by-dismemberment|human-sacrifice-engendering|Tezcatlipoca-foot-loss-event	creation|human-sacrifice-engendering|Tezcatlipoca-foot-loss-event
7145	Xipe-Totec	eventTypes	agricultural-renewal|Tlacaxipehualiztli-festival|flayed-skin-wearing|Tezcatlipoca-Red-aspect	agricultural-renewal|cult|flayed-skin-wearing|Tezcatlipoca-Red-aspect
6745	Osiris	deathTypes	murdered by Set (trickery-coffin or dismemberment)|resurrected and made underworld-king	dismemberment|killed by god|resurrected and made underworld-king
7136	Xochipilli	eventTypes	art-patronage|hallucinogenic-plant-association	patronage|hallucinogenic-plant-association
6245	Moses	deathTypes	natural death|death by divine decree|divine burial	natural death|killed by god|divine burial
7215	Dewi Sri	eventTypes	the-rice-goddess|patroness-of-the-rice-cycle-and-the-household	the-rice-goddess|patronage
6252	Fortuna	eventTypes	Tyche-interpretatio|Italic-Praeneste-cult|Augustan-imperial-cult-expansion	syncretism|cult|Augustan-imperial-cult-expansion
7503	Siddhartha Gautama	deathTypes	parinirvāṇa (final nirvāṇa) at Kuśinagara	natural death
7515	Huracan	eventTypes	the-Heart-of-Sky|the-creation-of-the-world|the-flood-destroying-the-wooden-people	the-Heart-of-Sky|creation|the-flood-destroying-the-wooden-people
7516	Chaac	eventTypes	the-rain-and-lightning-god|the-four-directional-Chaacs|continuity-into-living-folk-cult	the-rain-and-lightning-god|the-four-directional-Chaacs|cult
7092	Thor	eventTypes	monster-slaying|journey to giants|divine-bridal-disguise|cosmic-fishing|Ragnarok combat	slays monster|journey to giants|divine-bridal-disguise|cosmic-fishing|Ragnarok combat
6204	Thoth	eventTypes	scribal-invention|mediation|Eye-restoration|judgment-recording|Tefnut-rescue	scribal-invention|mediation|restoration|judgment-recording|rescue
6377	Sun Wukong	eventTypes	birth-from-stone-egg|rebellion-against-Heaven|imprisonment-under-Five-Elements-Mountain|pilgrimage-protection|attainment-of-Buddhahood	birth-from-stone-egg|rebellion-against-Heaven|imprisonment-under-Five-Elements-Mountain|protection|attainment-of-Buddhahood
6263	Jesus	deathTypes	executed by crucifixion|resurrection|apotheosis	crucifixion|sacrificed ritually|resurrection|apotheosis
6275	Hou Yi	eventTypes	shooting-down-the-nine-suns|obtaining-the-elixir-of-immortality|losing-Chang'e-to-the-moon	shooting-down-the-nine-suns|immortality|losing-Chang'e-to-the-moon
6546	Diana	eventTypes	Artemis-interpretatio|Diana-Nemorensis-cult|Rex-Nemorensis-priesthood	syncretism|cult|Rex-Nemorensis-priesthood
6578	Minerva	eventTypes	Etruscan-pre-Greek-origin|Capitoline-Triad-membership|craft-patronage	Etruscan-pre-Greek-origin|Capitoline-Triad-membership|patronage
6653	Ops	eventTypes	Rhea-interpretatio|sister-wife-of-Saturn|agricultural-wealth-patronage	syncretism|sister-wife-of-Saturn|patronage
6753	Adonis	deathTypes	killed by boar	killed by beast
6768	Huitzilopochtli	eventTypes	miraculous-armed-birth-on-Coatepec|sister-dismemberment|Mexica-migration-from-Aztlan|Tenochtitlan-foundation|heart-sacrifice-recipient	miraculous birth|sister-dismemberment|Mexica-migration-from-Aztlan|founding|heart-sacrifice-recipient
6770	Xochiquetzal	eventTypes	stolen-from-Tlaloc-by-Tezcatlipoca|sexual-love-patronage	stolen-from-Tlaloc-by-Tezcatlipoca|patronage
6772	Tlazolteotl	eventTypes	sin-eating|once-in-a-lifetime-confession|childbirth-patronage	sin-eating|once-in-a-lifetime-confession|patronage
6773	Ceres	eventTypes	Demeter-interpretatio|plebeian-Aventine-cult|Cerealia-festival	syncretism|cult
6777	Cihuacoatl	eventTypes	midwife-and-mother-patronage|warrior-mother-status|Conquest-omen-wailing	patronage|warrior-mother-status|Conquest-omen-wailing
6779	Coatlicue	eventTypes	miraculous-conception-by-feather-ball|near-murder-by-children|mother-of-Huitzilopochtli	miraculous birth|near-murder-by-children|mother-of-Huitzilopochtli
7097	Ullr	eventTypes	dueling-patronage|exile-substitute kingship (Saxo)	patronage|exile-substitute kingship (Saxo)
7106	Vili and Vé	eventTypes	killing of Ymir|cosmos-creation|human-creation (Snorri version)	killing of Ymir|creation|human-creation (Snorri version)
7118	Vörðr	eventTypes	watching|threshold-protection	watching|protection
7231	Men	eventTypes	the-Anatolian-moon-god|governance-of-the-months|healing-and-tomb-protection	the-Anatolian-moon-god|governance-of-the-months|protection
7257	Proserpina	eventTypes	Persephone-interpretatio|Sicilian-abduction|seasonal-cycle	syncretism|Sicilian-abduction|seasonal-cycle
7269	Vesta	eventTypes	Hestia-interpretatio|Vestal-Virgin-institution|eternal-flame-maintenance	syncretism|Vestal-Virgin-institution|eternal-flame-maintenance
7286	Narcissus	deathTypes	transformation|wasting away	transformation|natural death
7288	Janus	eventTypes	cosmic-beginnings-presidency|threshold-presidency|war-and-peace-gate-keeping	presidency|war-and-peace-gate-keeping
7312	Dumuzi	deathTypes	substitution-death|taken by demons	substitution-death|killed by god
7336	Aqhat	deathTypes	killed by goddess (via henchman)|divine vengeance	killed by god
7359	Fenrir	deathTypes	killed by Vídar at Ragnarök (jaws torn apart)	mutual slaughter
7355	Idun	eventTypes	abduction|rescue|god-youth-restoration	abduction|rescue|restoration
7365	Nanna (Norse)	deathTypes	grief-death|funeral-pyre death	natural death
7364	Sól	deathTypes	devoured by wolf Sköll at Ragnarök	mutual slaughter
7367	Gefjun	eventTypes	land-plowing|cosmic-shaping|virgin-patronage	land-plowing|cosmic-shaping|patronage
7379	Rama	eventTypes	avatar-incarnation|bow-stringing|exile|Sītā-abduction|Laṅkā-bridge|Rāvaṇa-slaying|Rāma-rājya|Sītā-banishment	avatar-incarnation|bow-stringing|exile|Sītā-abduction|Laṅkā-bridge|slays monster|Rāma-rājya|Sītā-banishment
7381	Lakshmana	eventTypes	devoted brotherhood|exile-following|Indrajit-slaying|self-banishment	devoted brotherhood|exile-following|slays monster|self-banishment
7385	Indra	eventTypes	dragon-slaying|soma-drinking|king-of-gods|periodic-disgrace-and-restoration	slays monster|soma-drinking|king-of-gods|restoration
7394	Matsya	eventTypes	flood-rescue|Veda-preservation|exponential-growth|slays monster	rescue|Veda-preservation|exponential-growth|slays monster
7390	Soma	eventTypes	ritual-offering|cosmic-luminary-transit|wasting-curse-and-recovery|Lunar-dynasty-founding	ritual-offering|cosmic-luminary-transit|curse|Lunar-dynasty-founding
7393	Varaha	eventTypes	earth-rescue|slays monster|cosmic-restoration	rescue|slays monster|restoration
7397	Hiranyakashipu	eventTypes	tapas-boon-acquisition|self-deification|son-persecution|being slain by Narasiṃha	tapas-boon-acquisition|apotheosis|son-persecution|being slain by Narasiṃha
7397	Hiranyakashipu	deathTypes	slain by Narasiṃha	killed by hero
7398	Mahishasura	eventTypes	tapas-boon-acquisition|self-deification|defeat of male gods|shapeshifting-battle|being slain by Durgā	tapas-boon-acquisition|apotheosis|defeat of male gods|shapeshifting-battle|being slain by Durgā
7398	Mahishasura	deathTypes	slain by Durgā	killed by hero
7417	Hotei	eventTypes	historical-monk-deification|Maitreya-incarnation tradition	apotheosis|Maitreya-incarnation tradition
7418	Jurojin	eventTypes	Chinese-Daoist-import|longevity-patronage	Chinese-Daoist-import|patronage
7423	Hestia	eventTypes	first-swallowed-by-Cronus|virginity-vow|central-hearth-presidency	first-swallowed-by-Cronus|virginity-vow|presidency
7419	Fukurokuju	eventTypes	Chinese-Daoist-import|triple-fortune-patronage	Chinese-Daoist-import|patronage
7435	Eros	eventTypes	primordial-cosmic-principle (in Hesiod)|love-arrow-archery|Cupid-and-Psyche-marriage	primordial-cosmic-principle (in Hesiod)|love-arrow-archery|marriage
7433	Triton	eventTypes	sea-herald|Argonauts-rescue	sea-herald|rescue
7440	Hydra	eventTypes	head-regeneration|being-slain-by-Heracles|venomous-blood-supplying	head-regeneration|venomous-blood-supplying
7440	Hydra	deathTypes	slain by Heracles and Iolaus (heads severed and cauterized)	killed by hero
7444	Jupiter	eventTypes	Zeus-interpretatio|Capitoline-Triad-headship|spolia-opima-recipient|state-cult-presidency	syncretism|Capitoline-Triad-headship|spolia-opima-recipient|presidency
7445	Mars	eventTypes	Ares-interpretatio|indigenous-agricultural-origin|father-of-Romulus-and-Remus|Augustan-Mars-Ultor-cult	syncretism|indigenous-agricultural-origin|father-of-Romulus-and-Remus|cult
7452	Liber	eventTypes	Aventine-Triad-membership|Liberalia-festival|toga-virilis-assumption-day	Aventine-Triad-membership|cult|toga-virilis-assumption-day
7449	Pluto	eventTypes	Hades-interpretatio|Plouton-aspect-emphasis|Dis-Pater-syncretism	syncretism|Plouton-aspect-emphasis
7453	Quirinus	eventTypes	Sabine-origin|Romulus-deification|Archaic-Triad-membership	Sabine-origin|apotheosis|Archaic-Triad-membership
7454	Sol	eventTypes	Helios-interpretatio|Sol-Invictus-cult-establishment|imperial-solar-theology	syncretism|Sol-Invictus-cult-establishment|imperial-solar-theology
7462	Remus	eventTypes	miraculous-birth-and-exposure|she-wolf-suckling|auspice-contest|wall-leaping|fratricide-victim	miraculous birth|she-wolf-suckling|auspice-contest|wall-leaping|fratricide-victim
7459	Hercules	eventTypes	Heracles-interpretatio|Hercules-and-Cacus-on-Aventine|Ara-Maxima-cult-foundation|victory-tithe-recipient	syncretism|Hercules-and-Cacus-on-Aventine|founding|victory-tithe-recipient
7463	Lares	eventTypes	household-protection|crossroads-worship|Augustan-cult-integration	protection|crossroads-worship|Augustan-cult-integration
7475	Metztli	eventTypes	moon-creation-at-Teotihuacan|rabbit-thrown-to-dim-him	creation|rabbit-thrown-to-dim-him
7474	Tonatiuh	eventTypes	fifth-sun-emergence-at-Teotihuacan|Nanahuatzin-transformation|warrior-paradise-presidency|daily-blood-demand	fifth-sun-emergence-at-Teotihuacan|Nanahuatzin-transformation|presidency|daily-blood-demand
7478	Mayahuel	eventTypes	Quetzalcoatl-rescue-from-heaven|dismemberment-by-Tzitzimitl|transformation-into-maguey	rescue|dismemberment-by-Tzitzimitl|transformation-into-maguey
7478	Mayahuel	deathTypes	dismembered by Tzitzimitl, transformed into the maguey	dismemberment|killed by god
7481	Tonantzin	eventTypes	mother-goddess-complex-aspect|Tepeyac-shrine-presidency|Guadalupe-syncretic-continuity	mother-goddess-complex-aspect|presidency|Guadalupe-syncretic-continuity
7483	Laozi	eventTypes	authorship-of-the-Daodejing|departure-west-on-the-ox|progressive-deification	authorship-of-the-Daodejing|departure-west-on-the-ox|apotheosis
7482	Nuwa	eventTypes	creation-of-humanity-from-clay|repair-of-the-broken-sky|sibling-flood-survival|cosmos-restoration	creation|repair-of-the-broken-sky|sibling-flood-survival|restoration
7491	Mazu	eventTypes	deification-of-Lin-Moniang|trance-rescue-of-her-family|post-mortem-ship-rescues|imperial-canonization-to-Tianhou	deification-of-Lin-Moniang|rescue|post-mortem-ship-rescues|imperial-canonization-to-Tianhou
7488	Yu the Great	eventTypes	control-of-the-Great-Flood|dredging-rather-than-damming|division-of-the-Nine-Provinces|founding-of-the-Xia-dynasty	control-of-the-Great-Flood|dredging-rather-than-damming|division-of-the-Nine-Provinces|founding
7496	He Xiangu	eventTypes	dietary-cultivation-immortality|vow-of-celibacy|daylight-ascension	immortality|vow-of-celibacy|daylight-ascension
7495	Zhongli Quan	eventTypes	military-defeat-and-mountain-withdrawal|attainment-of-alchemical-immortality|initiation-of-Lu-Dongbin	military-defeat-and-mountain-withdrawal|immortality|initiation-of-Lu-Dongbin
7497	Han Xiangzi	eventTypes	rejection-of-the-Confucian-career|fall-from-the-peach-tree-into-immortality|the-instant-flowers-prophecy	rejection-of-the-Confucian-career|immortality|the-instant-flowers-prophecy
7501	Meng Po	eventTypes	administering-the-broth-of-oblivion|presiding-at-the-threshold-of-reincarnation	administering-the-broth-of-oblivion|presidency
