id	name	field	before	after
7094	Freyr	deathTypes	["killed in Ragnarök","consequence of bride-price"]	["killed in battle","consequence of bride-price"]
6322	Jade Emperor	birthTypes	["variously narrated; in the Yuhuang Jing, born a prince who cultivated to divinity"]	["mortal-elevated to divine"]
6323	Shennong	birthTypes	["culture-hero; in some accounts born of a princess and a divine dragon"]	["mortal-elevated to divine"]
6236	Kvasir	birthTypes	["miraculous — from spittle of two pantheons"]	["miraculous birth"]
6236	Kvasir	deathTypes	["murdered (dwarves)","transformation of body"]	["murdered (dwarves)","transformation"]
7101	Mímir	birthTypes	["ancient being"]	["primordial"]
7104	Móði and Magni	birthTypes	["divine parentage","giant-divine (Magni)"]	["divine parentage","giant-divine parentage"]
6749	Norns	birthTypes	["primordial-cosmic origin"]	["primordial"]
7366	Ran	birthTypes	["primordial sea-giantess"]	["primordial"]
7363	Surt	birthTypes	["primordial — fire-giant of Muspelheim"]	["primordial"]
7360	Ymir	birthTypes	["primordial — emerged from the meeting of fire and ice in Ginnungagap"]	["primordial"]
6241	Khonsu	birthTypes	["child of Amun and Mut"]	["divine parentage"]
7460	Aesculapius	birthTypes	["identified with Asclepius"]	["divine parentage"]
7451	Bacchus	birthTypes	["identified with Dionysus"]	["divine parentage"]
6140	Dionysus	deathTypes	["dismembered","rebirth"]	["dismembered","resurrection"]
7458	Cupid	birthTypes	["identified with Eros"]	["divine parentage"]
7455	Faunus	birthTypes	["indigenous Italic origin"]	["divine parentage"]
6752	Tuisto	birthTypes	["earth-born (terra editum)"]	["primordial emergence"]
7448	Neptune	birthTypes	["identified with Poseidon (child of Saturn and Ops)"]	["divine parentage"]
7464	Penates	birthTypes	["tutelary spirits"]	["divine parentage"]
7461	Romulus	birthTypes	["miraculous (son of Mars by a Vestal)"]	["miraculous birth"]
7461	Romulus	deathTypes	["apotheosis (disappearance and deification as Quirinus)"]	["apotheosis"]
7450	Saturn	birthTypes	["identified with Cronus (son of Caelus/Ouranos and Tellus/Gaia)"]	["divine parentage"]
7456	Silvanus	birthTypes	["indigenous Italic origin"]	["divine parentage"]
7447	Vulcan	birthTypes	["identified with Hephaestus"]	["divine parentage"]
7268	Amun	birthTypes	["primordial Ogdoad-being"]	["primordial"]
7413	Jimmu	birthTypes	["imperial-divine descent"]	["demigod birth"]
6838	Nehalennia	birthTypes	["Germanic coastal deity known from votive epigraphy"]	["divine parentage"]
7347	Mastema	birthTypes	["angelic"]	["angelic — created"]
6156	Quetzalcoatl	deathTypes	["self-immolation","apotheosis","transformation into star"]	["self-immolation","apotheosis","transformation"]
6157	Venus	birthTypes	["identified with sea-foam-born Aphrodite"]	["divine parentage"]
7361	Audhumla	birthTypes	["primordial — emerged from the melting rime-ice"]	["primordial"]
7353	Frigg	birthTypes	["Aesir lineage"]	["divine parentage"]
7144	Tlaltecuhtli	birthTypes	["primordial earth-monster"]	["primordial"]
6306	Hundun	birthTypes	["primordial-chaos"]	["primordial"]
6654	Atum	birthTypes	["self-engendered from the primordial waters"]	["primordial"]
6745	Osiris	birthTypes	["child of Geb and Nut","born on epagomenal day"]	["divine parentage","born on epagomenal day"]
7526	Yum Kaax	birthTypes	["vegetation- and maize-deity"]	["divine parentage"]
6237	Dellingr	birthTypes	["elf-lineage (dawn-elf)"]	["divine parentage"]
6632	Erlang Shen	birthTypes	["half-divine (nephew of the Jade Emperor; in some traditions son of a mortal man and a celestial woman)"]	["demigod birth"]
7158	Ardhanarishvara	birthTypes	["cosmic-iconic manifestation"]	["divine parentage"]
7096	Njörðr	birthTypes	["Vanir lineage"]	["divine parentage"]
7416	Bishamonten	birthTypes	["syncretic Buddhist-import (from Vaiśravaṇa/Kubera)"]	["syncretic-import"]
7416	Bishamonten	eventTypes	["Buddhist-Shintō-syncretic incorporation","Four-Heavenly-Kings membership","Shichifukujin-membership"]	["Buddhist-Shintō-syncretic incorporation","Four-Heavenly-Kings membership"]
6166	Auðr	birthTypes	["theogonic genealogy"]	["theogonic"]
7163	Nāga	birthTypes	["descended from Kadrū and Kaśyapa"]	["divine parentage"]
7172	Vaikuntha Kamalaja	birthTypes	["eternal cosmic form"]	["primordial"]
7354	Sif	birthTypes	["divine lineage"]	["divine parentage"]
7228	Norea	birthTypes	["daughter of Adam and Eve, of the spiritual race"]	["mortal parentage"]
7226	Barbelo	birthTypes	["the first emanation of the unknowable Monad"]	["emanation"]
6108	Adam	birthTypes	["fashioned from clay","divinely-breathed"]	["primordial emergence","miraculous birth"]
6108	Adam	deathTypes	["mortal — natural death after long life"]	["natural death"]
6245	Moses	birthTypes	["mortal","miraculous infant deliverance"]	["mortal","miraculous birth"]
6245	Moses	deathTypes	["old age","death by divine decree","divine burial"]	["natural death","death by divine decree","divine burial"]
7504	Maitreya	birthTypes	["bodhisattva awaiting a far-future final birth"]	["bodhisattva"]
7507	Bhaisajyaguru	birthTypes	["attained Buddhahood through twelve healing vows"]	["mortal-elevated to divine"]
7215	Dewi Sri	birthTypes	["rice- and fertility-goddess"]	["divine parentage"]
7215	Dewi Sri	deathTypes	["sacrificed ritually","transformation at death"]	["sacrificed ritually","transformation"]
7520	Xbalanque	birthTypes	["conceived by the maiden Xquic, made pregnant by the spittle of the severed head of Hun Hunahpu"]	["miraculous conception"]
7520	Xbalanque	deathTypes	["killed in Xibalba and self-restored; finally raised to the sky as the moon"]	["killed by god"]
6252	Fortuna	birthTypes	["indigenous Italic origin"]	["divine parentage"]
7509	Mahakala	birthTypes	["wrathful emanation; derived from the Hindu Mahākāla"]	["emanation"]
7223	Yama	birthTypes	["the Buddhist form of the Vedic/Hindu Yama"]	["syncretic-import"]
7253	Mot	deathTypes	["killed by goddess","agricultural transformation","partial defeat (returns)"]	["killed by goddess","transformation","partial defeat (returns)"]
7484	Xiwangmu	birthTypes	["ancient primordial goddess"]	["primordial"]
7401	Anubis	birthTypes	["child of Nephthys (by Osiris or Set)"]	["divine parentage"]
6736	Sophia	birthTypes	["an aeon of the Pleroma, emanated within the divine fullness"]	["emanation"]
7511	Hariti	birthTypes	["a yakṣiṇī (nature-spirit) converted by the Buddha"]	["bodhisattva"]
7425	Chaos	birthTypes	["uncreated; the first being"]	["primordial"]
7503	Siddhartha Gautama	birthTypes	["born a human prince; in tradition, his birth attended by marvels"]	["miraculous birth"]
7525	Camazotz	birthTypes	["monstrous being of the underworld"]	["divine parentage"]
7523	Hun-Came	birthTypes	["lord of the underworld"]	["divine parentage"]
7527	Ixtab	birthTypes	["Maya goddess"]	["divine parentage"]
7512	Itzamna	birthTypes	["primordial creator-deity"]	["primordial"]
7515	Huracan	birthTypes	["primordial creator-deity"]	["primordial"]
7259	Mannus	birthTypes	["son of the earth-born Tuisto"]	["divine parentage"]
7256	Yaldabaoth	birthTypes	["brought forth by the aeon Sophia alone, without a consort — a malformed offspring"]	["emanation"]
7369	Saga	birthTypes	["Aesir-lineage"]	["Aesir lineage"]
7246	Loki	birthTypes	["giant parentage"]	["giant-divine parentage"]
7107	Váli	birthTypes	["miraculous — born for vengeance"]	["miraculous birth"]
6781	Attis	birthTypes	["born of the nymph Nana, impregnated by an almond from the body of Agdistis"]	["miraculous conception"]
6439	Lingbao Tianzun	birthTypes	["emanation of the primordial origin"]	["emanation"]
7516	Chaac	birthTypes	["ancient Mesoamerican rain-deity complex"]	["divine parentage"]
6689	Cybele	birthTypes	["the primordial Great Mother"]	["primordial"]
7230	Sabazios	birthTypes	["a Phrygian-Thracian sky-deity"]	["divine parentage"]
7508	Samantabhadra	birthTypes	["bodhisattva; in Nyingma, primordial Buddha"]	["bodhisattva"]
7517	Kinich Ahau	birthTypes	["solar deity"]	["divine parentage"]
7411	Takemikazuchi	birthTypes	["emerged from blood (of Kagutsuchi)"]	["born from body"]
7514	Q'uq'umatz	birthTypes	["primordial creator-deity"]	["primordial"]
7522	Vucub Caquix	birthTypes	["monstrous being of the age before the true sun"]	["divine parentage"]
6450	Yuanshi Tianzun	birthTypes	["primordial; self-existent before the cosmos"]	["primordial"]
7218	Mara	birthTypes	["personification of death and delusion"]	["demonic"]
7227	Abraxas	birthTypes	["a cosmic ruler-power / archon"]	["divine parentage"]
7473	Mictlancihuatl	birthTypes	["primordial underworld-deity"]	["primordial"]
7346	Samael	birthTypes	["angelic"]	["angelic — created"]
6484	Rangda	birthTypes	["demon-queen; associated with the legendary witch-widow Calon Arang"]	["demonic"]
6362	Nefertem	birthTypes	["child of Ptah and Sekhmet"]	["divine parentage"]
6204	Thoth	birthTypes	["primordial cosmic-being (Hermopolitan tradition)"]	["primordial"]
6377	Sun Wukong	birthTypes	["born from a stone egg on the Mountain of Flowers and Fruit"]	["miraculous birth"]
6263	Jesus	birthTypes	["virginal conception","divine incarnation (in Christian theology)"]	["miraculous conception","divine parentage"]
6263	Jesus	deathTypes	["executed by crucifixion","dying-and-rising — bodily resurrection (Christian theology)","no death — raised alive (Islamic theology)"]	["executed by crucifixion","resurrection","apotheosis"]
6275	Hou Yi	birthTypes	["divine archer; sent down from heaven by Di Jun in some accounts"]	["divine parentage"]
6280	Shangdi	birthTypes	["primordial supreme deity"]	["primordial"]
6208	Metatron	birthTypes	["transformed mortal","originally Enoch (Genesis 5:24)"]	["mortal-elevated to divine"]
6215	Abraham	birthTypes	["mortal","divine call"]	["mortal","miraculous birth"]
6215	Abraham	deathTypes	["old age","natural death"]	["natural death"]
6546	Diana	birthTypes	["identified with Artemis"]	["divine parentage"]
6555	Juno	birthTypes	["child of Saturn and Ops; swallowed and regurgitated"]	["divine parentage"]
6578	Minerva	birthTypes	["born from Jupiter's head (importing the Athena-Metis narrative)"]	["born from body"]
6646	Caeneus	deathTypes	["transformation at death"]	["transformation"]
6653	Ops	birthTypes	["indigenous Italic origin"]	["divine parentage"]
6750	Maya	birthTypes	["eternal cosmic principle"]	["primordial"]
6756	Odin	deathTypes	["killed by beast","death at Ragnarǫk"]	["killed by beast","killed in battle"]
6768	Huitzilopochtli	birthTypes	["miraculous-armed-from-Coatlicue's-womb"]	["miraculous birth"]
6765	Maat	birthTypes	["daughter of Ra"]	["divine parentage"]
6773	Ceres	birthTypes	["child of Saturn and Ops"]	["divine parentage"]
6775	Shakti	birthTypes	["eternal cosmic principle"]	["primordial"]
6925	Geb	birthTypes	["child of Shu and Tefnut"]	["divine parentage"]
6938	Shu	birthTypes	["emerged from Atum (with twin-sister Tefnut)"]	["primordial emergence"]
7053	Kotoamatsukami	deathTypes	["killed by god","transformation at death"]	["killed by god","transformation"]
7095	Heimdall	birthTypes	["miraculous — born of nine mothers"]	["miraculous birth"]
7097	Ullr	birthTypes	["divine parentage (mother Sif)"]	["divine parentage"]
7098	Víðarr	birthTypes	["divine parentage","giant-divine"]	["divine parentage","giant-divine parentage"]
7109	Ægir	birthTypes	["Jǫtunn"]	["Jötunn parentage"]
7132	Tonacatecuhtli	birthTypes	["uncreated-primordial"]	["primordial"]
7132	Tonacatecuhtli	eventTypes	["supreme-creator-duality","Omeyocan-dwelling","engendering-the-four-Tezcatlipocas"]	["supreme-creator-duality","Omeyocan-dwelling","world creation"]
7167	Radha Krishna	birthTypes	["joint iconic form"]	["divine parentage"]
7225	The Monad	birthTypes	["the uncreated, unknowable transcendent source"]	["primordial"]
7224	Amitabha	birthTypes	["attained Buddhahood as the monk Dharmākara"]	["mortal-elevated to divine"]
7231	Men	birthTypes	["an Anatolian lunar deity"]	["divine parentage"]
7252	Mrtyu	birthTypes	["cosmic principle"]	["primordial"]
7257	Proserpina	birthTypes	["identified with Persephone"]	["divine parentage"]
7269	Vesta	birthTypes	["identified with Hestia; swallowed by Saturn"]	["divine parentage"]
7286	Narcissus	birthTypes	["divine parentage","prophecy at birth"]	["divine parentage","miraculous birth"]
7288	Janus	birthTypes	["indigenous Italic origin"]	["divine parentage"]
7317	Gilgamesh	birthTypes	["divine-human parentage"]	["divine parentage"]
7317	Gilgamesh	deathTypes	["mortal death","judge of the dead"]	["natural death","judge of the dead"]
7327	Lotan	birthTypes	["primordial monster"]	["primordial"]
7327	Lotan	deathTypes	["killed in combat"]	["killed in battle"]
7328	Eshmun	deathTypes	["self-mutilation","dying-and-rising god"]	["self-mutilation","resurrection"]
7329	Melqart	deathTypes	["dying-and-rising god"]	["resurrection"]
7336	Aqhat	birthTypes	["miraculous birth","divine intercession"]	["miraculous birth","divine parentage"]
7342	Iblis	birthTypes	["created — from smokeless fire (jinn)"]	["angelic — created"]
7351	Behemoth	birthTypes	["primordial — first of God's great works"]	["primordial"]
7349	Sandalphon	birthTypes	["angelic — created","possibly a transformed mortal (Elijah)"]	["angelic — created","mortal-elevated to divine"]
7355	Idun	birthTypes	["Aesir lineage"]	["divine parentage"]
7357	Sigyn	birthTypes	["Aesir-goddess"]	["Aesir lineage"]
7356	Skadi	birthTypes	["Jötunn parentage"]	["Jötunn parentage"]
7365	Nanna (Norse)	birthTypes	["Aesir-goddess"]	["Aesir lineage"]
7362	Búri	birthTypes	["primordial — emerged from the salt-ice"]	["primordial"]
7372	Lakshmi	birthTypes	["emerged from the churning of the cosmic ocean"]	["primordial emergence"]
7370	Vishnu	birthTypes	["eternal, beginningless"]	["primordial"]
7368	Andvari	birthTypes	["dwarf-lineage"]	["divine parentage"]
7367	Gefjun	birthTypes	["Aesir-goddess"]	["Aesir lineage"]
7376	Kartikeya	birthTypes	["miraculous, from Śiva's seed nurtured by Kṛttikās"]	["miraculous birth"]
7376	Kartikeya	eventTypes	["miraculous birth","demon-slaying","divine generalship","Tamil bridal narratives"]	["miraculous birth","slays monster","divine generalship","Tamil bridal narratives"]
7374	Parvati	birthTypes	["reincarnation of Satī","daughter of the mountain"]	["avatar-incarnation","divine parentage"]
7373	Saraswati	birthTypes	["emerged from Brahmā in self-engendered creation"]	["primordial emergence"]
7379	Rama	birthTypes	["avatar-incarnation; divine-blessing-birth"]	["avatar-incarnation"]
7379	Rama	deathTypes	["ascension to Vaikuṇṭha"]	["apotheosis"]
7387	Surya	birthTypes	["son of Aditi by Kaśyapa"]	["divine parentage"]
7388	Varuna	birthTypes	["son of Aditi by Kaśyapa"]	["divine parentage"]
7394	Matsya	birthTypes	["avatar-manifestation"]	["avatar-incarnation"]
7394	Matsya	eventTypes	["flood-rescue","Veda-preservation","exponential-growth","demon-slaying"]	["flood-rescue","Veda-preservation","exponential-growth","slays monster"]
7392	Narasimha	birthTypes	["avatar-emergence"]	["avatar-incarnation"]
7392	Narasimha	eventTypes	["boon-circumvention","manifestation-from-pillar","demon-slaying","wrath-pacification"]	["boon-circumvention","manifestation-from-pillar","slays monster","wrath-pacification"]
7390	Soma	birthTypes	["theogonic; from the eye of Atri in one account"]	["theogonic"]
7393	Varaha	birthTypes	["avatar-emergence"]	["avatar-incarnation"]
7393	Varaha	eventTypes	["earth-rescue","demon-slaying","cosmic-restoration"]	["earth-rescue","slays monster","cosmic-restoration"]
7397	Hiranyakashipu	birthTypes	["daitya lineage"]	["divine parentage"]
7398	Mahishasura	birthTypes	["son of the asura Rambha and a buffalo-cow"]	["divine parentage"]
7396	Ravana	birthTypes	["half-rākṣasa, half-brahmin lineage"]	["divine parentage"]
7399	Yama (Hindu)	birthTypes	["son of Sūrya"]	["divine parentage"]
7402	Apep	birthTypes	["pre-cosmic chaos-being (uncreated, primordial)"]	["primordial"]
7405	Hauhet	birthTypes	["primordial-uncreated"]	["primordial"]
7405	Hauhet	eventTypes	["pre-cosmic-being","Ogdoad-pair-membership"]	["primordial existence","Ogdoad-pair-membership"]
7406	Kuk	birthTypes	["primordial-uncreated"]	["primordial"]
7406	Kuk	eventTypes	["pre-cosmic-being","Ogdoad-pair-membership"]	["primordial existence","Ogdoad-pair-membership"]
7404	Naunet	birthTypes	["primordial-uncreated"]	["primordial"]
7404	Naunet	eventTypes	["pre-cosmic-being","Ogdoad-pair-membership"]	["primordial existence","Ogdoad-pair-membership"]
7412	Kotoshironushi	birthTypes	["son of Ōkuninushi"]	["divine parentage"]
7418	Jurojin	birthTypes	["Chinese-Daoist-import (from Shou-lao)"]	["syncretic-import"]
7418	Jurojin	eventTypes	["Chinese-Daoist-import","longevity-patronage","Shichifukujin-membership"]	["Chinese-Daoist-import","longevity-patronage"]
7414	Daikokuten	birthTypes	["syncretic-origin (Hindu-Buddhist Mahākāla absorbed into Shintō)"]	["syncretic-import"]
7414	Daikokuten	eventTypes	["Mahākāla-Daikoku-Ōkuninushi syncretism","wealth-bestowal","Shichifukujin-membership"]	["Mahākāla-Daikoku-Ōkuninushi syncretism","wealth-bestowal"]
7417	Hotei	birthTypes	["historical-monk-deification"]	["mortal-elevated to divine"]
7417	Hotei	eventTypes	["historical-monk-deification","Maitreya-incarnation tradition","Shichifukujin-membership"]	["historical-monk-deification","Maitreya-incarnation tradition"]
7421	Hades	birthTypes	["child of Cronus and Rhea; swallowed and regurgitated"]	["divine parentage"]
7423	Hestia	birthTypes	["child of Cronus and Rhea; swallowed and regurgitated"]	["divine parentage"]
7420	Poseidon	birthTypes	["child of Cronus and Rhea; swallowed and regurgitated"]	["divine parentage"]
7419	Fukurokuju	birthTypes	["Chinese-Daoist-import"]	["syncretic-import"]
7419	Fukurokuju	eventTypes	["Chinese-Daoist-import","triple-fortune-patronage","Shichifukujin-membership"]	["Chinese-Daoist-import","triple-fortune-patronage"]
7429	Pontus	birthTypes	["parthenogenetic from Gaia"]	["parthenogenesis"]
7430	Oceanus	birthTypes	["child of Ouranos and Gaia"]	["divine parentage"]
7424	Thanatos	birthTypes	["parthenogenetic from Nyx"]	["parthenogenesis"]
7435	Eros	birthTypes	["(primordial) uncreated","(Olympian) son of Aphrodite"]	["primordial","divine parentage"]
7431	Tethys	birthTypes	["child of Ouranos and Gaia"]	["divine parentage"]
7433	Triton	birthTypes	["child of Poseidon and Amphitrite"]	["divine parentage"]
7439	Echidna	birthTypes	["daughter of Phorcys and Ceto"]	["divine parentage"]
7440	Hydra	birthTypes	["child of Typhon and Echidna"]	["divine parentage"]
7437	Moirai	birthTypes	["two traditions: parthenogenetic from Nyx; or daughters of Zeus and Themis"]	["divine parentage"]
7438	Typhon	birthTypes	["child of Gaia and Tartarus"]	["divine parentage"]
7444	Jupiter	birthTypes	["child of Saturn and Ops; swallowed and regurgitated (importing the Hesiodic narrative)"]	["divine parentage"]
7445	Mars	birthTypes	["son of Juno (sometimes parthenogenetically); identified with Ares (son of Zeus and Hera)"]	["divine parentage"]
7446	Mercury	birthTypes	["identified with Hermes (son of Zeus and Maia)"]	["divine parentage"]
7452	Liber	birthTypes	["indigenous Italic origin"]	["divine parentage"]
7449	Pluto	birthTypes	["identified with Hades"]	["divine parentage"]
7454	Sol	birthTypes	["identified with Helios"]	["divine parentage"]
7453	Quirinus	birthTypes	["indigenous Sabine origin; later identified with Romulus"]	["mortal-elevated to divine"]
7457	Vertumnus	birthTypes	["Etruscan origin (Voltumna)"]	["divine parentage"]
7459	Hercules	birthTypes	["identified with Heracles"]	["divine parentage"]
7463	Lares	birthTypes	["tutelary spirits (variable origin-narratives)"]	["divine parentage"]
7462	Remus	birthTypes	["miraculous (son of Mars by a Vestal)"]	["miraculous birth"]
7467	Omecihuatl	birthTypes	["uncreated-primordial"]	["primordial"]
7467	Omecihuatl	eventTypes	["feminine-creator-aspect","engendering-the-four-Tezcatlipocas"]	["feminine-creator-aspect","world creation"]
7466	Ometecuhtli	birthTypes	["uncreated-primordial"]	["primordial"]
